video_id,comments
ex1iFyfLUTM,"["" Eu amo essa música 👉 20:23 hermosa elección 4.fo/SUNNY822\n\n15:55 Setacy: \n  ''Hyper''\n11:12 Sun:\n ''Hotter''\n11:12 Hopi: \n  ''Sweeter''\n00:18   Joonie: \n ''Cooler''\n18:00 Yoongi:   \n ''Butter''\n15:55  Amoy:\n ''Monks''\nSon unos\ndelos mejores conciertos \nЯ обожаю этот ремейк. Такой красивый клип,танец,аутфиты и мои любимые девочки"", 'I’m gonna use that fitness line by Harry😂😂😂', 'JJ I beat Logan paul', 'bro this emily cahnam chick said why is everyone talking about my height i’m not that tall after saying no to 2 of them bc they were short. wtf is that fam', 'did any body notice that jj changed hid age through out the video from 25 to 26', 'they have to get speed on one of these', 'Bro 21:35 was insane', 'I don’t get the tank joke yet I’m not a female, someone tell me what it means please', 'Stephen, For this episode only, has overtaken Harry as the funniest member of the cast for this one. Genuinely upset that some of Harry’s lines weren’t all that funny but it’s ok', 'Morgz getting violated ngl']"
MUiDQ7trALg,"['its making me sick watching it for the jellie thing that  tobi had to eat', 'Part 2 please 🥺🥺🥺', 'Back then gib would beat deji now idk who would', ""Isn't this A Rip off Version of Joshdub & Mully eating bad food"", 'This is forever sidemen gold', 'Tobi’s little “it’s fake” is adorable', 'Fav vid of all time for the sidemen', 'super mega good video! yes yes', 'At this point, we need a part 2', 'and i literally dont understand why people say vik gets bullied a lot, if he was he wouldnt be there plus i just see friends making fun of each other not that much of bullying and yeah vik is a calm guy same with the others']"
b8hpy-W5PiU,"['Josh is so annoyiny', 'Bunny a bit', '15.40 no no no no', '♥️', '34:14 😂🤣', ""harry : ''IM SO FAT!!''\nalso him: literally has abs"", '34:15 is funny', 'i way higher that u and im 11', 'Pog Curry Powder', 'jj gains 2 kg out of thin air']"
IX7JTmv6TYw,"['Girl a pink lady apple is a frickin type of Apple', 'R u alright', '12:57 / 29:17 JJs laugh is louder then all the other sidemen comined.', 'Soup', 'When the 3rd contestant entered i left.', 'cant remember ethan ever being funny in one these\njust dreadful', 'WHAT HAPPENED IN GERMANY??', 'harry did simon dirty. 13:08', ""Sad dejisn't here"", '18:23 bro im dead']"
CHPa8bLgnkU,"[""I've never been so excited 😂😂 jj is fun"", 'Ethan exaggerates every emotion sm', 'Never take the blues, they suck.', 'I will watch sidemen videos again and again and again and I will still LOL', '27:30', 'Can we get a part 2 for Christmas 2023???', 'Nah vick low key pisses me off is is so cocky in all the wrong ways he this he is so much smarter than everyone and some times I just wish he would shut the f*ck up', '1:27:59 Why was this so cute omg', ""I appreciate Harry's dedication to riding/carrying the tiny boat around the whole time"", 'The waffle house has found it’s new host']"
UcSdj1_I4bo,"['When vik says the Germans are coming 🤣🤣🤣😂', 'Jj just be so unnecessarily loud when he’s supposed to be hiding it just drives me mad and vik tobi and Ethan had my anxiety on a roll running around like that', 'JJ ""went back and saw my family....tRiGgErEd"" felt', '😄 I was actually rooting for JJ this time lol', '13:11 gonna give me nightmares', 'Harry tryna sniff out the sidemen like his nose isn’t completely shot from years of abuse 😂', 'Was there a ghost or something behind josh?!?!!?', 'In t', 'all of the sidemen are just funny cl', ""38:01 Harry's yelp had me rollin 🤣""]"
HpgLrCcbLLo,"['Ben', 'Um simon=purple=GRAPES', 'He could of had purple grapes', 'They should of used brown instead of purple', 'Fire', 'grown men doing the L dance just makes me dying', ""JJ - Pigs Blood\nVikk - Can't pick an outfit\nHarry - Riding a bike with a cucumber in his mouth\nEthan - Upset he got blue, so he uses food coloring\nTobi - 🕺🕺🕺\nSimon - Goes to watch Football Game\nJosh - Gets the Drippiest clothes"", 'Bruh Simon forgot ube existed', '15:20 this was too cute. I love Tobi', '46:40 but they coudnt film in the cheap vs expensive soccer/football lmao']"
kQHe7GE1fTQ,"['Why is jj even doing this ammmmmmm broke a spoon 🥄 with smashing it on his but', 'Wow crazy how much harry has changed in the past 3 years', 'fortnite', 'IT HAS BEEN 3 YEARS WE NEED ANOTHER ONE\nPLEASE!!!', '13:40 💀', 'What Morocco do with hary situation 😂😂😂😂😂 shotout from 🇲🇦', '13:40', 'Ethan GTR gang where u guys at?', '13:11', 'Toby did not post a song']"
JTNobh_cdxE,"['3:23 song name - the star of the show by matt large', '😃', 'I wish they did 2020 and 2021 rewind… I', '“Looking forward to a bigger and better 2020”', 'ill forever love 2019.', 'I love the transitions in this video - the beginning and the end. The way the moments are placed in alphabetical order (i think). for example, ethan’s moments are placed first then harry… and then the sidemen as a whole towards the end, makes it wholesome.', 'Hey', 'And another cheeseburger', 'What was the video at 9:30?', 'So much good vibes packed into one video ❤❤']"
NRaPH6aqbH8,"['Bro lost his toy 😂', '5:54 ""When India 🇮🇳 and Guernsey 🇬🇬 combine no one\'s safe""', '0:29 1:10 1:13 5:54 7:19 8:16 45:15', 'Tobi really takes things too serious sometimes.', '10:32', 'sleep video', 'Team wroetostar has some of the better moments in sidemen', '29:10', '5:54 when india and..', 'JJ was insufferable this video idk why but he just bothered me']"
ELZapVcPF5E,"['Bog + knife = massacre', 'The fact that they gave jjs team a extra person because they knew he was gonna get wasted and be worthless', 'How they deal with jj i have no idea', ""Ethan's the type of guy who burns his cottage down after seeing someone else's palace. Man spiced his root veggies up to the highest point and yet he had the courage to smother Harry who had the toughest job of the day of cooking the turkey."", 'the chef reminds me of grian  idk why', '7:22 um.....um.... josh thats Archimedes principle .. not surface tension.', 'This is like my 3rd+ time watching all the cool off videos. I still am waiting for one with SortedFood AND Phil', 'Honestly ironically, Harry is the most competent out of all of them', '22:52 harrys letting his intrusive thoughts run free', 'One of my favourite sidemen sundays, 3 years ago today wow']"
YyYnll7LjW4,"['11:21', 'tobis part\nfye', 'last', 'man that ""kill the christmas"" bit from JJ was so hilarious in a musical context, Simon was right that if Kanye released that, it\'d probably stand out, I think it\'d fit on an album like Yeezus', 'Actually dying from this clip https://youtube.com/clip/UgkxoBKdCXz41sC2Vay4tRru6y9fN-VLY264', 'Everyone can tell that tobi was fed up with JJ', 'its been 3 years, when is jj going to release Kill the Christmas.', ""Where's Randy at???"", ""I miss ksi's octopus hair"", 'The sidemen should definitely do a type of Christmas drill type of song that would be heat!']"
LLumNtcSePs,"['Did i just watch them have orgasms on the vibrating floor of the fair fun house?😐', 'Honestly Ethan is such a jerk at the end like he had good 2/3 times and he’s acting like a spoiled brat', '28:05 , Famous last words 💀', 'What song did Toby play like what’s the name', 'ksimon thrived this entire video', 'ethan celebrating because vik got into the bad team and then ethan gets into the bad team', '1:24:40 Bearus', 'the turkey trimmings sandwiches are actually banging', 'And this was the day a Legend joined the Group 1:25:16', 'Anyone else watching this because it is actually Christmas day']"
H3mnP9K3Kis,"['I just came from Sidemen reacts how have i never seen this vid', 'vikkstar is the worst game show host', 'Damn…Ethan was butters', '4:01 Never have I answer a question so fast and so loudly. When Tobi said big ups to Phineas and Ferb, felt that, fr the only reason I knew that', 'Vikk wanted harry out. He butchered hosting', 'Viks hosting🤮', 'The middle of the video devolving into madness 🤣', 'Yikes,  Vik is a charisma-free zone', 'The answer to the britney song is wrong, it came out in 1998 not 2000, still 1 off but vik needs fact checking... SMH', ""Cannot believe they didn't call the bonus counter vikk's star...""]"
gXcL-FK4kE8,"['JJ trying to make animal noises is killing me', ""37:32 no way they're all pointing in different directions on where to go back to jj and simon 💀💀"", 'Is that the same toy store from sidemen hide and seek?', '37:30\n""Where are they?""\n""THAT way"" \n*all three point in different directions* 😂😂😂😂😂😂', 'Took me 3 years but i finally found the behzinga jacket and bought it', ""Mad respect for the editing team to protect the children's identity during the busker task. Also I'm fairly certain the guy that jj and Simon found was Italian not Spanish lol"", '7:26 behind harry was a vik lookalike with big eyebrows and even a beard', 'Simon complaining after their incident and dig poop is ridiculous', 'Vik got da rizzzzzzz 😭😭👌🏻👌🏻👌🏻👌🏻😭😭', 'JJs jacket 🔥']"
4-vlO7leAko,"['Am I the only one who saw that lady in the back dabbing 😂', 'Harry>', 'Why did they cut out When Simon telling tobi he havnt finished his pancake and tobi is filming the ground', 'Regulate by warren G and Nate dogg at the bowling alley was elite', 'yk ur fat when this sounds easy 💀', 'Ethan is eating the hotel minibar. Wow that must’ve been really expensive', 'Why does JJ run like the hunchback of Notre Dame', 'how did ethan txt him when he lost his phone', 'Harry- ‘I’ve got to be quiet this is a fancy restaurant.’\n\nAlso Harry- *wears a football shirt*', 'I just realised I went to the same ihop they went to']"
Av5NJm3uFgg,"[""The reason why alot of homeless people don't want sleeping bags is because other homeless people will beat them up and mug them for it"", 'Speed is beta version of hype man in this video. Speed is just twitch fake personality cringe', 'Vick is so cringe in this', 'I loved the way that jj didnt bothered to buy anything for himself but was just enjoying giving money', 'Vik - what a beautiful man.', 'Russian army guy fighting in Ukraine now', 'Everybody buying stuffs as per there needs, and we have jj, throwing money here n there, cuz he has no needs, he literally have everything.', 'Worst outro ever', 'jj the best money spend.', 'Bring the hypeman back!!!']"
NUxxD7ww8JU,"['WHOS HERE IN 2023', 'its like every sideman is presenting a different psychic problem', '1:09', 'Why most of them are dancers? XDD', 'Soup', 'I m in love with the second girl 😢', 'Anyone else seen Ethan’s hickey lmaooo', 'Harry is effortlessly funny 😂😂\n\n\nAnd... Tobi 😍😍', 'HARRY.', '17:56']"
5NxKNrfqUjs,"['32:42 the Cutt to Josh 😭', '34:21  💀', 'I watched this video 3 times this is the fourth and oh my my almost 100 million views', '1:20:59 rare Simon voice crack', 'The tour guide for the purple team :(', 'The purple team is traumitized', 'I just ❤ the sidemen', 'sticky vicky 💀💀💀', 'What hotel did KSI and all go to?', 'My bro tobi has the rizz💀']"
kxNkKBBM6ik,"['9:22 bruv look at tobis abs when he tenses from laughter he is ripeed', 'It would be cool if they did this again but if they reached a certain amount of subs maybe', 'Sidemen would be so much better without Josh and Simon there pointless lol', '5:30\n\n6:05\n\n9:19\n\n11:06\n\n13:35\n\n14:31\n\n15:22\n\n16:24 2:57\n\n18:43\n\n19:59', 'Vikk is 😍', 'Vik’s toaster did have a star on it', 'They should do this again next year for the 10 year anniversary', 'KSI laugh 😂😂😂😂😂😂', '6:06 😂😂darkness meme', ""17:45 that's a villan laugh if I've ever heard one""]"
wYfYdrd6fqI,"[""second channel content is actually so accurate. it's so good but it feels like second channel except for the sidemen vs 20 women videos idk why"", '4:20 i dont get it', 'true geordie is horrendously unfunny', 'Callux went hard 😂', 'This is the best video ever. Need ANOTHER ONE', '*The roast of Talia Mar', '04:47 That was levels.....rofl', 'Vik Really Has The IT Factor ... 😂🤣😭👏', 'Harry was uncomfortable throughout', 'WE DEMAND A PART 2!!!!']"
vQ7yYR3Kj-I,"['OBVIOUSLY DO NOT ATTEMPT THIS AT ANY THEME PARKS WE ARE TRAINED PROFESSIONALS!!', '32:40 best moment😂', 'if hide n seek was an Olympic sport England fosho would win cause of sidemen', '5:52 LOL. Not as bad as me though. I get stuck on Waterslides. Literal Waterslides! 😂😂', 'It is so entertaining watching jj attempt to find them', 'I love these bids when they just goof around', 'Why is Harry so loud during hide and seeks?', '10:08 That’s what ice cream prime taste like', '35:52   Looks like Ethan is giving birth to JJ 😂', 'Tobi has some experience when it comes to escaping']"
zi6BQRG5xH0,"['At 45:38 I couldn’t stop laughing', 'I live near where the good team went love the sidemen 😊😊', 'the fact that they tried to get to not pay at nandos', 'The minute they started taking the piss out of the name josh I changed my name to liam', 'I LITERALLY LIVE DOWN THE RODAD FROM THE OUTLET', 'Harry hitting the ground had me dead bro I was crying laughing 😂😂', 'IM OFFENDED!!!! MY MOMS NAME IS STACI', 'Waiting for the name in Kent just saying. Its a code to say something before I find out. Wondering if I can find money in the bank', 'damn HE CRACKED HIM SELF', '36:22']"
